text,head,tail,url,date
Thomas Mifflin to Ebenezer Hazard ,Thomas Mifflin,Ebenezer Hazard,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021175)),NA
Thomas Mifflin to William Livingston ,Thomas Mifflin,William Livingston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021197)),1784-01-05
Thomas Mifflin to the Ministers Plenipotentiary ,Thomas Mifflin,the Ministers Plenipotentiary,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021215)),NA
Charles Thomson to Richard Peters ,Charles Thomson,Richard Peters,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021233)),1784-01-19
Abiel Foster to Meshech Weare ,Abiel Foster,Meshech Weare,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021261)),1784-02-04
John Beatty to William Livingston ,John Beatty,William Livingston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021280)),1784-02-20
James Wadsworth to Charles Chauncey ,James Wadsworth,Charles Chauncey,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021298)),NA
Samuel Hardy to Benjamin Harrison ,Samuel Hardy,Benjamin Harrison,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021321)),1784-03-12
Abiel Foster to William Whipple ,Abiel Foster,William Whipple,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021342)),1784-03-26
Thomas Mifflin to John Dickinson ,Thomas Mifflin,John Dickinson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021365)),NA
Samuel Hardy to Benjamin Harrison ,Samuel Hardy,Benjamin Harrison,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021385)),1784-04-10
Thomas Mifflin to the Chevalier de La Luzerne ,Thomas Mifflin,the Chevalier de La Luzerne,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021402)),1784-04-22
Hugh Williamson to Alexander Martin ,Hugh Williamson,Alexander Martin,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021423)),1784-04-29
Thomas Mifflin to the States ,Thomas Mifflin,the States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021443)),NA
Roger Sherman to Ezra Stiles ,Roger Sherman,Ezra Stiles,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021464)),1784-05-13
Charles Thomson to Thomas Jefferson ,Charles Thomson,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021483)),1784-05-20
Charles DeWitt to George Clinton ,Charles DeWitt,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021507)),1784-06-04
Francis Dana to Elbridge Gerry ,Francis Dana,Elbridge Gerry,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021538)),1874-06-28
Edward Hand to Jasper Yeates ,Edward Hand,Jasper Yeates,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021559)),1784-07-16
Charles Thomson to Samuel Hardy ,Charles Thomson,Samuel Hardy,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021585)),1784-07-28
Charles Thomson to Robert Morris ,Charles Thomson,Robert Morris,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021605)),1784-08-10
 Jacob Read to Benjamin Guerard ,Jacob Read,Benjamin Guerard,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg021626)),1784-09-04
Henry Laurens to John Houstoun ,Henry Laurens,John Houstoun,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg0106)),1778-06-01
Daniel Roberdeau to George Washington ,Daniel Roberdeau,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01022)),1778-06-04
Henry Laurens to George Washington ,Henry Laurens,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01041)),1778-06-08
Francis Dana to George Washington ,Francis Dana,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01063)),1778-06-11
Henry Laurens to John Laurens ,Henry Laurens,John Laurens,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01080)),1778-06-13
Henry Laurens to William Livingston ,Henry Laurens,William Livingston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010108)),1778-06-17
Henry Laurens to William Heath ,Henry Laurens,William Heath,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010132)),1778-06-20
Board of War to the Massachusetts Council ,Board of War,the Massachusetts Council,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010155)),1778-06-23
Henry Laurens to Rawlins Lowndes ,Henry Laurens,Rawlins Lowndes,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010178)),1778-06-27
Elias Boudinot to Alexander Hamilton ,Elias Boudinot,Alexander Hamilton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010199)),1778-07-08
Henry Laurens to George Washington ,Henry Laurens,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010218)),1778-07-10
James Lovell to William Whipple ,James Lovell,William Whipple,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010238)),NA
Henry Laurens to George Washington ,Henry Laurens,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010260)),1778-07-18
Henry Laurens to Denis Nicolas Cottineau ,Henry Laurens,Denis Nicolas Cottineau,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010282)),1778-07-23
Richard Henry Lee to Francis Lightfoot Lee ,Richard Henry Lee,Francis Lightfoot Lee,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010300)),1778-07-27
"John Banister to Theodorick Bland, Jr. ",John Banister,"Theodorick Bland, Jr.",/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010324)),1778-08-04
Josiah Bartlett to Mary Bartlett ,Josiah Bartlett,Mary Bartlett,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010345)),1778-08-10
Henry Laurens to Rawlins Lowndes ,Henry Laurens,Rawlins Lowndes,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010363)),1778-08-11
Henry Laurens to George Washington ,Henry Laurens,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010389)),1778-08-16
Henry Laurens to Hannah Sweers ,Henry Laurens,Hannah Sweers,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010407)),NA
Henry Marchant to William Greene ,Henry Marchant,William Greene,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010430)),NA
Gouverneur Morris to Robert R. Livingston ,Gouverneur Morris,Robert R. Livingston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010451)),1778-08-28
Henry Laurens to George Washington ,Henry Laurens,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010473)),1778-08-31
William Henry Drayton to the ,William Henry Drayton,the,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010494)),1778-09-04
Henry Laurens to John Rutledge ,Henry Laurens,John Rutledge,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010510)),1778-09-06
Robert Morris to John Jay ,Robert Morris,John Jay,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010531)),1778-09-08
Henry Marchant to the Rhode Island Assembly ,Henry Marchant,the Rhode Island Assembly,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010555)),1778-09-12
Henry Laurens to William Read ,Henry Laurens,William Read,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010575)),1778-09-16
Josiah Bartlett to Mary Bartlett ,Josiah Bartlett,Mary Bartlett,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010596)),1778-09-20
Henry Laurens to John Houstoun ,Henry Laurens,John Houstoun,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg010617)),1778-09-26
Hugh Williamson to Thomas Ruston ,Hugh Williamson,Thomas Ruston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg0223)),1784-11-02
Samuel Holten to John Hancock ,Samuel Holten,John Hancock,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02220)),1784-11-23
Abiel Foster to Meshech Weare ,Abiel Foster,Meshech Weare,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02239)),1784-12-06
James Monroe to Thomas Jefferson ,James Monroe,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02259)),1784-12-14
James Monroe to Patrick Henry ,James Monroe,Patrick Henry,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02279)),1785-01-01
Samuel Holten to Jethro Putnam ,Samuel Holten,Jethro Putnam,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022102)),1785-01-24
James Monroe to James Madison ,James Monroe,James Madison,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022124)),1785-02-01
Samuel Holten to Luke Webster ,Samuel Holten,Luke Webster,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022155)),1785-02-19
Charles Thomson to Sundry Printers ,Charles Thomson,Sundry Printers,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022178)),1785-03-01
Charles Thomson to Henry Knox ,Charles Thomson,Henry Knox,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022198)),1785-03-09
Charles Thomson to Certain States ,Charles Thomson,Certain States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022217)),1785-03-24
Abiel Foster to Joseph Howell ,Abiel Foster,Joseph Howell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022238)),1785-04-04
Richard Henry Lee to John Adams ,Richard Henry Lee,John Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022258)),1785-04-14
Richard Henry Lee to Samuel Huntington ,Richard Henry Lee,Samuel Huntington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022276)),1785-04-26
William Grayson to George Washington ,William Grayson,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022293)),1785-05-05
John Beatty to Henry Knox ,John Beatty,Henry Knox,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022312)),1785-05-21
Rufus King to Timothy Pickering ,Rufus King,Timothy Pickering,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022332)),1785-05-30
Samuel Hardy to Agnes Harwood ,Samuel Hardy,Agnes Harwood,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022353)),1785-06-07
James Monroe to Thomas Jefferson ,James Monroe,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022379)),1785-06-16
William Houstoun to Samuel Elbert ,William Houstoun,Samuel Elbert,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022398)),1785-06-26
David Jackson to George Bryan ,David Jackson,George Bryan,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022424)),1785-07-13
Richard Henry Lee to James Duane ,Richard Henry Lee,James Duane,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022442)),1785-07-20
 Richard Henry Lee to John Adams ,Richard Henry Lee,John Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022463)),1785-08-01
James Monroe to Thomas Jefferson ,James Monroe,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022484)),1785-08-15
Charles Thomson to the States ,Charles Thomson,the States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022504)),NA
Charles Thomson to Certain States ,Charles Thomson,Certain States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022522)),1785-08-31
Charles Thomson to James Bowdoin ,Charles Thomson,James Bowdoin,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022543)),NA
Samuel Holten to William Gordon ,Samuel Holten,William Gordon,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022570)),1785-10-03
Samuel Holten to George Partridge ,Samuel Holten,George Partridge,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022590)),1785-10-08
Charles Thomson to the States ,Charles Thomson,the States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022608)),1785-10-15
Rufus King to John Adams ,Rufus King,John Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg022630)),1785-11-02
Henry Laurens to Richard Caswell ,Henry Laurens,Richard Caswell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01111)),1778-10-05
"Roger Sherman to Jonathan Trumbull, Sr. ",Roger Sherman,"Jonathan Trumbull, Sr.",/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01130)),1778-10-06
Thomas McKean to Caesar Rodney ,Thomas McKean,Caesar Rodney,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01150)),1778-10-13
Henry Laurens to Patrick Henry ,Henry Laurens,Patrick Henry,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01172)),1778-10-18
Henry Laurens to the King of France ,Henry Laurens,the King of France,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01189)),1778-10-21
James Lovell to John Adams ,James Lovell,John Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011107)),1778-10-24
Henry Laurens to Horatio Gates ,Henry Laurens,Horatio Gates,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011135)),1778-10-29
Henry Laurens to Casimir Pulaski ,Henry Laurens,Casimir Pulaski,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011156)),1778-11-03
Henry Laurens to John Beatty ,Henry Laurens,John Beatty,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011177)),1778-11-07
James Lovell to Horatio Gates ,James Lovell,Horatio Gates,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011201)),1778-11-11
Henry Laurens to Silas Talbot ,Henry Laurens,Silas Talbot,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011222)),1778-11-18
William Whipple to Meshech Weare ,William Whipple,Meshech Weare,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011248)),1778-11-25
Samuel Adams to John Temple ,Samuel Adams,John Temple,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011269)),1778-12-02
Henry Laurens to George Washington ,Henry Laurens,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011293)),1778-12-06
William Whipple to Meshech Weare ,William Whipple,Meshech Weare,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011313)),1778-12-09
William Whipple to Josiah Bartlett ,William Whipple,Josiah Bartlett,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011338)),1778-12-14
Samuel Adams to John Winthrop ,Samuel Adams,John Winthrop,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011364)),1778-12-21
Samuel Adams to Samuel Cooper ,Samuel Adams,Samuel Cooper,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011400)),1779-01-03
Robert Morris to the Public ,Robert Morris,the Public,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011426)),1779-01-07
James Duane to Mary Duane ,James Duane,Mary Duane,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011455)),1779-01-14
William Whipple to Joseph Whipple ,William Whipple,Joseph Whipple,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011480)),1779-01-20
John Jay to Richard Caswell ,John Jay,Richard Caswell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011504)),1779-01-23
John Jay to George Washington ,John Jay,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg011542)),1779-01-31
Charles Thomson to Mathew Carey,Charles Thomson,Mathew Carey,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02318)),NA
Charles Thomson to the States,Charles Thomson,the States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02339)),1785-12-04
Charles Pettit to James Hutchinson,Charles Pettit,James Hutchinson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02359)),1785-12-17
Charles Thomson to John Dickinson,Charles Thomson,John Dickinson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02377)),1786-01-10
Nathan Dane to William Prescott,Nathan Dane,William Prescott,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02394)),1786-01-28
Nathan Dane to Samuel Adams,Nathan Dane,Samuel Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023112)),1786-02-11
Nathan Dane to Caleb Davis,Nathan Dane,Caleb Davis,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023128)),1786-02-19
Charles Thomson to John Jay,Charles Thomson,John Jay,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023147)),NA
Charles Thomson to William Livingston,Charles Thomson,William Livingston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023167)),1786-03-14
Rufus King to John Hancock,Rufus King,John Hancock,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023183)),1786-04-01
Charles Thomson to Robert R. Livingston,Charles Thomson,Robert R. Livingston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023205)),1786-04-16
David Ramsay to John Eliot,David Ramsay,John Eliot,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023223)),1786-05-02
James Monroe to Thomas Jefferson,James Monroe,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023245)),1786-05-11
Pierse Long to John Langdon,Pierse Long,John Langdon,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023266)),1786-05-22
Rufus King to Elbridge Gerry,Rufus King,Elbridge Gerry,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023283)),1786-06-05
James Manning to Nathan Miller,James Manning,Nathan Miller,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023303)),1786-06-12
James Manning to John Collins,James Manning,John Collins,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023320)),1786-06-23
Charles Thomson to Gerardus Clarkson ,Charles Thomson,Gerardus Clarkson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023343)),NA
Theodore Sedgwick to Pamela Sedgwick,Theodore Sedgwick,Pamela Sedgwick,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023365)),1786-07-20
Charles Pettit to Benjamin Franklin,Charles Pettit,Benjamin Franklin,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023384)),1786-08-04
James Monroe to Patrick Henry,James Monroe,Patrick Henry,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023405)),1786-08-12
James Monroe to Thomas Jefferson,James Monroe,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023433)),1786-08-19
Rufus King to Elbridge Gerry,Rufus King,Elbridge Gerry,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023460)),1786-08-26
Charles Pettit to John Nicholson,Charles Pettit,John Nicholson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023477)),1786-09-05
Charles Thomson to Jeremiah Wadsworth,Charles Thomson,Jeremiah Wadsworth,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023497)),1786-09-28
Charles Thomson to James White,Charles Thomson,James White,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023515)),NA
Henry Lee to St. George Tucker,Henry Lee,St. George Tucker,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023534)),1786-10-21
Rufus King to John Adams,Rufus King,John Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg023552)),1786-11-04
William Henry Drayton to Benjamin Lincoln ,William Henry Drayton,Benjamin Lincoln,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01219)),NA
John Jay to William Greene ,John Jay,William Greene,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01247)),1779-02-09
William Carmichael to Thomas Harwood ,William Carmichael,Thomas Harwood,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01278)),1779-02-15
Thomas Adams to Giovanni Fabbroni ,Thomas Adams,Giovanni Fabbroni,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012100)),1779-02-18
Francis Lewis to George Clinton ,Francis Lewis,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012127)),1779-02-24
William Whipple to Joshua Brackett ,William Whipple,Joshua Brackett,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012156)),1779-03-02
Richard Henry Lee to James Warren ,Richard Henry Lee,James Warren,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012178)),1779-03-07
John Jay to George Washington ,John Jay,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012208)),1779-03-12
Thomas Burke to Richard Caswell ,Thomas Burke,Richard Caswell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012236)),1779-03-18
Samuel Adams to Elizabeth Adams ,Samuel Adams,Elizabeth Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012262)),1779-03-23
William Whipple to Josiah Bartlett ,William Whipple,Josiah Bartlett,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012294)),1779-03-28
John Jay to William Buchanan ,John Jay,William Buchanan,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012328)),NA
John Jay to George Washington ,John Jay,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012351)),NA
Henry Laurens to William Livingston ,Henry Laurens,William Livingston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012383)),1779-04-16
Gouverneur Morris to John Dunlap ,Gouverneur Morris,John Dunlap,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012414)),1779-04-22
John Jay to William Heath ,John Jay,William Heath,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012447)),1779-04-29
Henry Laurens to John Laurens ,Henry Laurens,John Laurens,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012478)),NA
John Jay to George Washington ,John Jay,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012511)),1779-05-11
John Jay to William Moultrie ,John Jay,William Moultrie,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012537)),NA
Gouverneur Morris to Unknown ,Gouverneur Morris,Unknown,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012569)),1-05-20
Daniel of St. Thomas Jenifer to Thomas Johnson ,Daniel of St. Thomas Jenifer,Thomas Johnson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012594)),1779-05-24
John Jay to Benjamin Lincoln ,John Jay,Benjamin Lincoln,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg012630)),NA
William Grayson to James Monroe,William Grayson,James Monroe,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02416)),1786-11-22
William Blount to Richard Caswell,William Blount,Richard Caswell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02435)),1786-12-30
Stephen Mix Mitchell to Jeremiah Wadsworth,Stephen Mix Mitchell,Jeremiah Wadsworth,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02452)),1787-01-24
James Madison to Thomas Jefferson,James Madison,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02470)),1787-02-11
Charles Thomson to the States,Charles Thomson,the States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg02499)),NA
James Madison to Edmund Randolph,James Madison,Edmund Randolph,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024122)),1787-03-19
William Samuel Johnson to Hugh Williamson,William Samuel Johnson,Hugh Williamson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024149)),1787-03-31
William Samuel Johnson to Samuel William Johnson,William Samuel Johnson,Samuel William Johnson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024176)),1787-04-12
James Madison to Thomas Jefferson,James Madison,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024198)),1787-04-23
William Pierce to George Turner,William Pierce,George Turner,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024223)),1787-05-19
Nathan Dane to Rufus King,Nathan Dane,Rufus King,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024239)),1787-06-01
Benjamin Hawkins to Thomas Jefferson,Benjamin Hawkins,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024255)),1787-06-09
William Grayson to William Irvine,William Grayson,William Irvine,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024272)),NA
Charles Thomson to William Bingham,Charles Thomson,William Bingham,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024289)),NA
Richard Henry Lee to Thomas Lee Shippen,Richard Henry Lee,Thomas Lee Shippen,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024305)),1787-07-22
James M. Varnum to Samuel Holten,James M. Varnum,Samuel Holten,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024324)),1787-08-05
John B. Ashe to Richard Caswell,John B. Ashe,Richard Caswell,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024341)),1787-08-16
James Madison to Thomas Jefferson,James Madison,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024359)),1787-09-06
Richard Henry Lee to George Mason,Richard Henry Lee,George Mason,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024378)),1787-10-01
Charles Thomson to the States,Charles Thomson,the States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024395)),1798-10-18
James Madison to Archibald Stuart,James Madison,Archibald Stuart,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024415)),1787-10-31
James Madison to Archibald Stuart,James Madison,Archibald Stuart,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024435)),NA
John Brown to Archibald Stuart,John Brown,Archibald Stuart,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024455)),1787-12-16
James Madison to Edmund Randolph,James Madison,Edmund Randolph,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024472)),1788-01-20
Charles Thomson to Thomas FitzSimons,Charles Thomson,Thomas FitzSimons,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024491)),NA
James Madison to Edmund Pendleton,James Madison,Edmund Pendleton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg024510)),1788-02-21
