text,head,tail,url,date
Silas Deane to Elizabeth Deane ,Silas Deane,Elizabeth Deane,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg0014)),1774-08-31
John Adams to Abigail Adams ,John Adams,Abigail Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00152)),1774-09-17
Samuel Adams to Joseph Warren? ,Samuel Adams,Joseph Warren?,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00191)),1774-09-24
Samuel Ward to Henry Marchant ,Samuel Ward,Henry Marchant,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001145)),1774-10-07
Edward Rutledge to Ralph Izard ,Edward Rutledge,Ralph Izard,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001217)),1774-10-29
James Duane to Thomas Johnson ,James Duane,Thomas Johnson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001235)),1774-12-29
Richard Henry Lee to Arthur Lee ,Richard Henry Lee,Arthur Lee,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001253)),1775-02-24
Benjamin Franklin to David Hartley ,Benjamin Franklin,David Hartley,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001270)),1775-05-08
"Silas Deane to Jonathan Trumbull, Sr. ",Silas Deane,"Jonathan Trumbull, Sr.",/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001306)),1775-05-20
Richard Henry Lee to Gouverneur Morris ,Richard Henry Lee,Gouverneur Morris,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001344)),1775-05-28
Joseph Hewes to Samuel Johnston ,Joseph Hewes,Samuel Johnston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001380)),1775-06-05
George Clinton to John McKesson ,George Clinton,John McKesson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001410)),NA
Silas Deane to Elizabeth Deane ,Silas Deane,Elizabeth Deane,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001437)),1775-06-16
John Adams to William Tudor ,John Adams,William Tudor,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001457)),1775-06-20
Silas Deane to Joseph Trumbull ,Silas Deane,Joseph Trumbull,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001477)),NA
John Hancock to George Washington ,John Hancock,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001498)),1775-06-28
Thomas Jefferson to Francis Eppes ,Thomas Jefferson,Francis Eppes,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001521)),1775-07-04
John Adams to Abigail Adams ,John Adams,Abigail Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001542)),1775-07-07
Edmund Pendleton to George Washington ,Edmund Pendleton,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001563)),1775-07-12
Eliphalet Dyer to Joseph Trumbull ,Eliphalet Dyer,Joseph Trumbull,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001588)),1775-07-21
Benjamin Harrison to George Washington ,Benjamin Harrison,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001608)),1775-07-25
Samuel Adams to Elizabeth Adams ,Samuel Adams,Elizabeth Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001628)),1775-07-30
"Samuel Ward to Samuel Ward, Jr. ",Samuel Ward,"Samuel Ward, Jr.",/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg001652)),1775-08-18
William Whipple to Meshech Weare ,William Whipple,Meshech Weare,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01325)),1779-06-04
James Duane to Mary Duane ,James Duane,Mary Duane,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01358)),1779-06-12
John Jay to Benjamin Franklin ,John Jay,Benjamin Franklin,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01390)),1779-06-18
John Jay to Samuel H. Parsons ,John Jay,Samuel H. Parsons,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013116)),NA
Nathaniel Peabody to Josiah Bartlett ,Nathaniel Peabody,Josiah Bartlett,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013157)),1779-07-03
John Jay to George Washington ,John Jay,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013192)),NA
Cyrus Griffin to Thomas Jefferson ,Cyrus Griffin,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013217)),1779-07-13
James Lovell to Samuel Adams ,James Lovell,Samuel Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013245)),1779-07-16
John Jay to George Washington ,John Jay,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013270)),1779-07-20
William Whipple to John Langdon ,William Whipple,John Langdon,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013301)),1779-07-27
Henry Laurens to John Laurens ,Henry Laurens,John Laurens,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013324)),1779-07-31
James Lovell to Abigail Adams ,James Lovell,Abigail Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013356)),1779-08-09
John Jay to James Avery ,John Jay,James Avery,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013374)),NA
Gouverneur Morris to Thomas Johnson ,Gouverneur Morris,Thomas Johnson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013402)),1779-08-17
Jesse Root to Oliver Ellsworth ,Jesse Root,Oliver Ellsworth,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013424)),1779-08-23
John Jay to George Washington ,John Jay,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013442)),1779-08-25
Henry Laurens to Richard Henry Lee ,Henry Laurens,Richard Henry Lee,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013463)),1779-08-31
John Dickinson to Caesar Rodney ,John Dickinson,Caesar Rodney,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013507)),1779-09-08
John Jay to Ernst Ludwig de Widdersheim ,John Jay,Ernst Ludwig de Widdersheim,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013539)),1779-09-17
John Mathews to Thomas Bee ,John Mathews,Thomas Bee,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013565)),1779-09-21
James Lovell to Richard Henry Lee ,James Lovell,Richard Henry Lee,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013593)),1779-09-27
Nathaniel Peabody to Josiah Bartlett ,Nathaniel Peabody,Josiah Bartlett,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg013618)),NA
 Samuel Ward to George Washington ,Samuel Ward,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00233)),1775-09-17
John Adams to Mercy Warren ,John Adams,Mercy Warren,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00274)),1775-09-26
Eliphalet Dyer to Zebulon Butler ,Eliphalet Dyer,Zebulon Butler,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002112)),NA
John Hancock to William Palfrey ,John Hancock,William Palfrey,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002136)),1775-10-05
John Adams to Abigail Adams ,John Adams,Abigail Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002169)),NA
John Jay to Alexander McDougall ,John Jay,Alexander McDougall,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002201)),1775-10-17
John Adams to James Warren ,John Adams,James Warren,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002224)),1775-10-21
John Hancock to the New Jersey Convention ,John Hancock,the New Jersey Convention,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002249)),NA
Samuel Ward to Henry Ward ,Samuel Ward,Henry Ward,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002282)),1775-11-02
Samuel Ward to Henry Ward ,Samuel Ward,Henry Ward,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002305)),1775-11-07
Samuel Ward to Catharine Greene ,Samuel Ward,Catharine Greene,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002330)),1775-11-13
George Ross to James Wilson ,George Ross,James Wilson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002347)),1775-11-18
Samuel Ward to Henry Ward ,Samuel Ward,Henry Ward,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002365)),1775-11-23
Francis Lewis to John Alsop ,Francis Lewis,John Alsop,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002387)),1775-11-28
John Adams to Abigail Adams ,John Adams,Abigail Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002412)),1775-12-03
Thomas Lynch to George Washington ,Thomas Lynch,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002436)),1775-12-08
Eliphalet Dyer to Joseph Trumbull ,Eliphalet Dyer,Joseph Trumbull,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002467)),NA
Samuel Ward to Deborah Ward ,Samuel Ward,Deborah Ward,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg002495)),1775-12-25
Samuel Huntington to John Jay ,Samuel Huntington,John Jay,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg0144)),NA
Samuel Huntington to George Washington ,Samuel Huntington,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01427)),1779-10-05
Samuel Huntington to the States ,Samuel Huntington,the States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01453)),NA
James Lovell to John Adams ,James Lovell,John Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01483)),1779-10-14
James Lovell to John Adams ,James Lovell,John Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014107)),1779-10-19
Henry Marchant to William Greene ,Henry Marchant,William Greene,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014133)),1779-10-26
Cyrus Griffin to Thomas Jefferson ,Cyrus Griffin,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014161)),1779-11-02
Samuel Huntington to George Washington ,Samuel Huntington,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014198)),NA
Thomas McKean to William A. Atlee ,Thomas McKean,William A. Atlee,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014220)),1779-11-14
Charles Thomson to the States ,Charles Thomson,the States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014252)),1779-11-22
Samuel Huntington to Philip Schuyler ,Samuel Huntington,Philip Schuyler,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014277)),NA
Samuel Huntington to George Washington ,Samuel Huntington,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014299)),NA
"John Armstrong, Sr., to James Searle ","John Armstrong, Sr.,",James Searle,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014321)),1779-12-15
James Lovell to Samuel Adams ,James Lovell,Samuel Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014342)),1-12-02
Samuel Huntington to Jacob Gerhard Diriks ,Samuel Huntington,Jacob Gerhard Diriks,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014362)),1779-12-29
James Lovell to Abigail Adams ,James Lovell,Abigail Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014384)),1780-01-07
James Lovell to Abigail Adams ,James Lovell,Abigail Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014401)),1780-01-13
Samuel Huntington to George Washington ,Samuel Huntington,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014422)),1780-01-21
Samuel Huntington to George Washington ,Samuel Huntington,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014444)),1780-01-27
Nathaniel Peabody to Woodbury Langdon ,Nathaniel Peabody,Woodbury Langdon,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014464)),1780-02-07
Samuel Huntington to George Walton ,Samuel Huntington,George Walton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014486)),1780-02-14
Ezra L'Hommedieu to George Clinton ,Ezra L'Hommedieu,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014507)),1780-02-22
Samuel Holten to the Massachusetts Council ,Samuel Holten,the Massachusetts Council,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014533)),1780-03-06
Samuel Huntington to Benjamin Lincoln ,Samuel Huntington,Benjamin Lincoln,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014554)),NA
Samuel Huntington to Nathanael Greene ,Samuel Huntington,Nathanael Greene,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014576)),1780-03-16
Philip Schuyler to Nathanael Greene ,Philip Schuyler,Nathanael Greene,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014599)),2-03-02
"Roger Sherman to Jonathan Trumbull, Sr. ",Roger Sherman,"Jonathan Trumbull, Sr.",/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg014619)),NA
John Hancock to the Massachusetts Assembly ,John Hancock,the Massachusetts Assembly,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00312)),1776-01-02
Samuel Adams to James Warren ,Samuel Adams,James Warren,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00340)),1776-01-07
Silas Deane to Elizabeth Deane ,Silas Deane,Elizabeth Deane,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00373)),1776-01-13
Thomas Lynch to Philip Schuyler ,Thomas Lynch,Philip Schuyler,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003106)),1776-01-20
Francis Lightfoot Lee to John Page ,Francis Lightfoot Lee,John Page,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003140)),1776-01-30
John Hancock to Philip Schuyler ,John Hancock,Philip Schuyler,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003169)),1776-02-06
John Alsop to Alexander McDougall ,John Alsop,Alexander McDougall,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003196)),1776-02-12
Robert Morris to Robert Herries ,Robert Morris,Robert Herries,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003221)),1776-02-15
Oliver Wolcott to Laura Wolcott ,Oliver Wolcott,Laura Wolcott,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003245)),NA
Josiah Bartlett to Meshech Weare ,Josiah Bartlett,Meshech Weare,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003284)),1776-03-02
George Read to Caesar Rodney ,George Read,Caesar Rodney,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003305)),NA
William Hooper to Joseph Trumbull ,William Hooper,Joseph Trumbull,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003333)),1776-03-13
John Hancock to Baron de Woedtke ,John Hancock,Baron de Woedtke,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003362)),NA
William Whipple to Joseph Whipple ,William Whipple,Joseph Whipple,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003392)),1776-03-25
Benjamin Franklin to Anthony Todd ,Benjamin Franklin,Anthony Todd,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003418)),1776-03-29
John Hancock to the Commanding Officer ,John Hancock,the Commanding Officer,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003437)),NA
Oliver Wolcott to Laura Wolcott ,Oliver Wolcott,Laura Wolcott,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003459)),1776-04-10
John Adams to Abigail Adams ,John Adams,Abigail Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003478)),1776-04-15
Oliver Wolcott to Thomas Seymour ,Oliver Wolcott,Thomas Seymour,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003502)),1776-04-18
"John Hancock to Nathaniel Shaw, Jr. ",John Hancock,"Nathaniel Shaw, Jr.",/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003519)),NA
John Jay to Marinus Willett ,John Jay,Marinus Willett,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003542)),1776-04-27
Francis Lewis to Roger Sherman ,Francis Lewis,Roger Sherman,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003564)),NA
John Hancock to George Washington ,John Hancock,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003595)),1776-05-10
John Hancock to George Washington ,John Hancock,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg003618)),1776-05-13
Samuel Huntington to George Clinton ,Samuel Huntington,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01512)),1780-04-06
James Lovell to Samuel Adams ,James Lovell,Samuel Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01529)),1780-04-11
Samuel Huntington to George Washington ,Samuel Huntington,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01553)),1780-04-18
Samuel Holten to Israel Hutchinson ,Samuel Holten,Israel Hutchinson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01574)),1780-04-28
Samuel Huntington to George Clinton ,Samuel Huntington,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01596)),1780-05-06
Elbridge Gerry to Nathaniel Peabody ,Elbridge Gerry,Nathaniel Peabody,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015116)),1780-05-12
Francis Kinloch to Henry Laurens ,Francis Kinloch,Henry Laurens,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015144)),1780-05-17
Philip Schuyler to Ezra L'Hommedieu ,Philip Schuyler,Ezra L'Hommedieu,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015162)),1780-05-20
"Philip Schuyler to Jonathan Trumbull, Sr. ",Philip Schuyler,"Jonathan Trumbull, Sr.",/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015185)),1780-05-26
James Lovell to Abigail Adams ,James Lovell,Abigail Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015205)),1780-05-30
Samuel Huntington to Meshech Weare ,Samuel Huntington,Meshech Weare,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015230)),NA
Charles Thomson to John Jay ,Charles Thomson,John Jay,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015257)),NA
Robert R. Livingston to Ezra L'Hommedieu ,Robert R. Livingston,Ezra L'Hommedieu,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015276)),1780-06-11
Samuel Huntington to Caesar Rodney ,Samuel Huntington,Caesar Rodney,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015300)),1780-06-14
John Walker to Thomas Jefferson ,John Walker,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015324)),1780-06-17
Samuel Huntington to the States ,Samuel Huntington,the States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015347)),1780-06-21
Samuel Holten to George Partridge ,Samuel Holten,George Partridge,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015369)),NA
James Lovell to Benjamin Lincoln ,James Lovell,Benjamin Lincoln,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015392)),1780-07-05
William Churchill Houston to John Adams ,William Churchill Houston,John Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015423)),1780-07-11
John Hanson to Thomas Sim Lee ,John Hanson,Thomas Sim Lee,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015445)),1780-07-15
Joseph Jones to James Hunter ,Joseph Jones,James Hunter,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015472)),1780-07-21
Samuel Holten to Mary Holten ,Samuel Holten,Mary Holten,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015507)),NA
John Hanson to Philip Thomas ,John Hanson,Philip Thomas,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015530)),1780-08-04
Samuel Huntington to Thomas Sim Lee ,Samuel Huntington,Thomas Sim Lee,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015551)),NA
"John Armstrong, Sr., to William Irvine ","John Armstrong, Sr.,",William Irvine,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015577)),1780-08-17
Ezekiel Cornell to William Greene ,Ezekiel Cornell,William Greene,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg015602)),1780-08-28
 Joseph Hewes to Samuel Johnston ,Joseph Hewes,Samuel Johnston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg0047)),1776-05-16
Richard Henry Lee to Charles Lee ,Richard Henry Lee,Charles Lee,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00427)),1776-05-18
Robert R. Livingston to John Jay ,Robert R. Livingston,John Jay,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00444)),1775-05-22
John Adams to Benjamin Hichborn ,John Adams,Benjamin Hichborn,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00472)),1776-05-29
Josiah Bartlett to Mary Bartlett ,Josiah Bartlett,Mary Bartlett,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg00494)),1776-06-03
Josiah Bartlett to Nathaniel Folsom ,Josiah Bartlett,Nathaniel Folsom,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004117)),NA
William Whipple to John Langdon ,William Whipple,John Langdon,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004139)),1776-06-10
John Hancock to Charles Preston ,John Hancock,Charles Preston,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004160)),NA
John Adams to Abigail Adams ,John Adams,Abigail Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004181)),1776-06-16
Elbridge Gerry to Joseph Trumbull ,Elbridge Gerry,Joseph Trumbull,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004201)),1776-06-19
John Adams to Samuel H. Parsons ,John Adams,Samuel H. Parsons,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004221)),1776-06-22
Elbridge Gerry to Horatio Gates ,Elbridge Gerry,Horatio Gates,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004238)),1776-06-25
John Penn to Unknown ,John Penn,Unknown,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004260)),1776-06-28
John Adams to Samuel Cooper ,John Adams,Samuel Cooper,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004282)),1776-07-02
John Hancock to James Mease ,John Hancock,James Mease,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004311)),NA
William Whipple to John Langdon ,William Whipple,John Langdon,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004330)),1776-07-08
Arthur Middleton to William Henry Drayton ,Arthur Middleton,William Henry Drayton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004350)),NA
John Hancock to the New Jersey Convention ,John Hancock,the New Jersey Convention,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004375)),1776-07-15
Caesar Rodney to Thomas Rodney ,Caesar Rodney,Thomas Rodney,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004395)),NA
John Hancock to Samuel Cooper ,John Hancock,Samuel Cooper,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004414)),NA
"Joseph Hewes to Samuel Purviance, Jr. ",Joseph Hewes,"Samuel Purviance, Jr.",/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004434)),1776-07-23
Francis Lewis to William Palfrey ,Francis Lewis,William Palfrey,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004454)),NA
William Whipple to Joshua Brackett ,William Whipple,Joshua Brackett,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004477)),1776-07-29
John Hancock to George Washington ,John Hancock,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004500)),1776-07-31
Thomas Jefferson to John Page ,Thomas Jefferson,John Page,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004524)),1776-08-05
William Floyd to Unknown ,William Floyd,Unknown,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004547)),1776-08-10
Thomas Nelson to John Page ,Thomas Nelson,John Page,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg004567)),1776-08-13
"John Armstrong, Sr., to Horatio Gates ","John Armstrong, Sr.,",Horatio Gates,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg0167)),1780-09-03
James Duane to George Clinton ,James Duane,George Clinton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01626)),1780-09-07
Samuel Huntington to Thomas Jefferson ,Samuel Huntington,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01644)),NA
Roger Sherman to Jean Holker ,Roger Sherman,Jean Holker,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01660)),NA
James Madison to Edmund Pendleton ,James Madison,Edmund Pendleton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01676)),1780-09-20
James Madison to Edmund Pendleton ,James Madison,Edmund Pendleton,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg01694)),NA
Samuel Adams to Elizabeth Adams ,Samuel Adams,Elizabeth Adams,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg016111)),1780-10-03
Samuel Huntington to George Washington ,Samuel Huntington,George Washington,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg016131)),NA
Samuel Huntington to Thomas Jefferson ,Samuel Huntington,Thomas Jefferson,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg016151)),1780-10-10
Samuel Huntington to the States ,Samuel Huntington,the States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg016170)),NA
George Walton to Nathanael Greene ,George Walton,Nathanael Greene,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg016190)),1780-10-22
Samuel Huntington to Arthur Lee ,Samuel Huntington,Arthur Lee,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg016209)),NA
Samuel Huntington to Certain States ,Samuel Huntington,Certain States,/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(dg016229)),1780-10-31
